i, j, w_1 ~ w_k 
2,2,0.0005214127966545259,0.00046804087015327726,0.0004146666362123994,0.00036132775867315695,0.00030805120031013235,0.00025482722993898057,0.00020164635309783768,0.00014849896573735738,9.538223749302013e-5,4.2581591949678075e-5,
3,2,-0.00018894952635191225,-0.00016935136874776581,-0.00014974525548505597,-0.00013017816766971877,-0.00011067596289336203,-9.122902421311383e-5,-7.182812289032527e-5,-5.246386878170489e-5,-3.313045559201982e-5,-1.3960637184879023e-5,
4,2,-9.145112950065017e-5,-8.206667338571714e-5,-7.267841019185643e-5,-6.327850815035295e-5,-5.387236903681474e-5,-4.44615222305287e-5,-3.5047268760414265e-5,-2.56308709233487e-5,-1.621509262548657e-5,-6.8737294839424235e-6,
5,2,-6.525909488617451e-5,-5.86107120255335e-5,-5.195883574937122e-5,-4.530408668115666e-5,-3.8646109903933524e-5,-3.1985796161182486e-5,-2.5324078176383268e-5,-1.8661822647638584e-5,-1.2000571695782056e-5,-5.376473057930808e-6,
6,2,-5.622447411459381e-5,-5.0531562205742255e-5,-4.483578720177399e-5,-3.913840070524301e-5,-3.34394612005774e-5,-2.7739520392601874e-5,-2.203914305130186e-5,-1.6338879697042572e-5,-1.0639627244485084e-5,-4.961630988014974e-6,
7,2,-4.5915417843134865e-5,-4.128329655936464e-5,-3.66501006165829e-5,-3.201646802391799e-5,-2.7382420415305437e-5,-2.2748139384352594e-5,-1.8113788844656372e-5,-1.3479574106962737e-5,-8.845896796393965e-6,-4.224632834942118e-6,
8,2,-3.2842692143544486e-5,-2.95350851016277e-5,-2.6228911932082244e-5,-2.2923794218540805e-5,-1.9619260420588112e-5,-1.6315063772344433e-5,-1.3010960151839297e-5,-9.706719591996306e-6,-6.402270414995488e-6,-3.1044501095217116e-6,
9,2,-2.2914226727794418e-5,-2.06077824783469e-5,-1.8305157509366683e-5,-1.6005328602087723e-5,-1.3707317748230318e-5,-1.1410422137088573e-5,-9.113946854450017e-6,-6.817227186561403e-6,-4.519728901216007e-6,-2.225048946389463e-6,
10,2,-1.7967102495284774e-5,-1.616054227884107e-5,-1.4359247887376864e-5,-1.2561875103302316e-5,-1.0767156592649802e-5,-8.97409855845677e-6,-7.181721019351749e-6,-5.3890818075513985e-6,-3.595343790400327e-6,-1.8017615827344604e-6,
2,3,1.5681844572806688e-5,1.434496836371638e-5,1.3013255916766491e-5,1.164613101965366e-5,1.0240426205676244e-5,8.801427405697202e-6,7.334578506701811e-6,5.845339926539514e-6,4.338303465017458e-6,2.797985949607818e-6,
3,3,1.4237876467247918e-5,1.299272219896516e-5,1.1750985227091124e-5,1.053278378845963e-5,9.331746965127024e-6,8.144903948225028e-6,6.970487378205823e-6,5.804622384408221e-6,4.642852630541413e-6,3.4096811408388514e-6,
4,3,1.1733494053800801e-5,1.0612861687795337e-5,9.495030766563904e-6,8.384723034642754e-6,7.285254706495589e-6,6.1953495179637276e-6,5.127283655828397e-6,4.064722023667998e-6,3.004348278265314e-6,1.9148047348800116e-6,
5,3,8.670262625702516e-6,7.77230561914588e-6,6.877255312204874e-6,5.9884826207165555e-6,5.108293124569945e-6,4.239558485058229e-6,3.4621164996889305e-6,2.6924466656868413e-6,1.92466519454101e-6,1.1436328983023307e-6,
6,3,5.557624558816339e-6,4.947979099193086e-6,4.34023591105629e-6,3.737908077345504e-6,3.1424291486744128e-6,2.557226398183545e-6,2.0733712640159647e-6,1.5978517643713512e-6,1.1241805824609192e-6,6.436278673140585e-7,
7,3,2.751328871079083e-6,2.429517002781768e-6,2.1075973998606705e-6,1.7886606249745398e-6,1.4741091108912385e-6,1.1670833607312704e-6,9.397956816673144e-7,7.186213256833195e-7,4.991987584895206e-7,2.763309526697509e-7,
8,3,4.599936809753088e-7,4.075341286593003e-7,3.523684943941688e-7,2.966364093659329e-7,2.4220816045373257e-7,1.8974398646246907e-7,1.5032432325617815e-7,1.1300675377059025e-7,7.7231174533739e-8,3.983884107083785e-8,
9,3,-1.1722710486133188e-6,-1.0518772328968265e-6,-9.365997648434343e-7,-8.246441024853763e-7,-7.138663588962517e-7,-6.034711783899744e-7,-4.917948939004654e-7,-3.790664254553385e-7,-2.647440229433648e-7,-1.5041932130683347e-7,
10,3,-2.027713143102994e-6,-1.8205957674033622e-6,-1.6200563238966367e-6,-1.4243639712582253e-6,-1.2312301792488302e-6,-1.039528031623828e-6,-8.48087027759064e-7,-6.559053971485903e-7,-4.6202755877085414e-7,-2.6658386436851347e-7,
2,4,1.5645857500407568e-5,1.416720360482089e-5,1.2693126771516492e-5,1.1225903162027903e-5,9.760813538590128e-6,8.297039529773129e-6,6.834644267343415e-6,5.372058980261545e-6,3.907953088644662e-6,2.4151285461618934e-6,
3,4,1.429446115170159e-5,1.2929807242165563e-5,1.1569172690137185e-5,1.0211550970135605e-5,8.856562906678499e-6,7.504042872709828e-6,6.167243666359833e-6,4.8311576343126295e-6,3.4936832475386062e-6,2.1263283179384557e-6,
4,4,1.1991136616785217e-5,1.0692744430065921e-5,9.398345350637523e-6,8.107512883293536e-6,6.819753195611776e-6,5.543074339713863e-6,4.454412078878703e-6,3.374552288907136e-6,2.2941928058254447e-6,1.2045011757770072e-6,
5,4,9.252154689170121e-6,7.509568584091406e-6,5.770635293868542e-6,4.039753195091885e-6,2.314177327779688e-6,6.597277668675746e-7,4.6808493892182994e-7,3.464295362983259e-7,2.2693840656261647e-7,1.0360651078206465e-7,
6,4,6.580351327860334e-6,4.966022016389859e-6,3.3538302020173227e-6,1.7501929703150866e-6,1.5157088653149804e-7,-1.3740373994721086e-6,-1.1917670288206252e-6,-9.249046443333604e-7,-6.548216497341905e-7,-3.8536813137982467e-7,
7,4,4.267432442937499e-6,3.090855678910113e-6,1.9137389301943174e-6,7.414113015662908e-7,-4.2846071502158866e-7,-1.537482936361197e-6,-1.3152344864515085e-6,-1.0318421109663273e-6,-7.456205305165995e-7,-4.582584716526021e-7,
8,4,2.4346467960485675e-6,2.1004092770714035e-6,1.7622241410978993e-6,1.4218128159851568e-6,1.0795038302091842e-6,7.432621200098211e-7,5.590998075286501e-7,3.8201197593186317e-7,2.0607472938798963e-7,3.124394717671364e-8,
9,4,1.1640278318112221e-6,1.0452029300561646e-6,9.196665304335035e-7,7.887721622375868e-7,6.53982594471377e-7,5.172003804885708e-7,3.898645217603286e-7,2.6312797688800914e-7,1.3769640944180438e-7,1.3679790375029611e-8,
10,4,5.092809800053232e-7,4.656064298085253e-7,4.136092834778081e-7,3.549262835283608e-7,2.913637705207089e-7,2.2465027381081694e-7,1.570621462445458e-7,8.960655613533783e-8,2.3743591199731414e-8,-3.989840380123903e-8,
2,5,1.562127723280972e-5,1.4084916598552974e-5,1.2553646163900891e-5,1.1026868238350896e-5,9.503127355427665e-6,7.981585188418993e-6,6.465197604190301e-6,4.948970813626925e-6,3.4315340258756743e-6,1.9009998462703392e-6,
3,5,1.4360887499704895e-5,1.287952895347584e-5,1.1403057823657498e-5,9.931358367180798e-6,8.462816307327873e-6,7.0003679045209544e-6,5.619190805319425e-6,4.2415818523845945e-6,2.8630238790903795e-6,1.4761287251086375e-6,
4,5,1.2256799437265231e-5,1.0266277014548307e-5,8.280252284553468e-6,6.30528954217446e-6,4.335692313866168e-6,2.432947060919958e-6,1.8276306907944934e-6,1.2779217068787952e-6,7.293313872204085e-7,1.8442287280786913e-7,
