  0.0000,  0.8833
  0.0417,  1.4743
  0.0833,  1.7560
  0.1250,  1.6704
  0.1667,  1.2484
  0.2083,  0.6011
  0.2500, -0.1082
  0.2917, -0.7058
  0.3333, -1.0511
  0.3750, -1.0723
  0.4167, -0.7837
  0.4583, -0.2815
  0.5000,  0.2825
  0.5417,  0.7407
  0.5833,  0.9542
  0.6250,  0.8500
  0.6667,  0.4410
  0.7083, -0.1763
  0.7500, -0.8454
  0.7917, -1.3899
  0.8333, -1.6590
  0.8750, -1.5665
  0.9167, -1.1150
  0.9583, -0.3961
  1.0000,  0.4309
  1.0417,  1.1782
  1.0833,  1.6757
  1.1250,  1.8138
  1.1667,  1.5697
  1.2083,  1.0134
  1.2500,  0.2889
  1.2917, -0.4223
  1.3333, -0.9474
  1.3750, -1.1662
  1.4167, -1.0404
  1.4583, -0.6230
  1.5000, -0.0431
  1.5417,  0.5284
  1.5833,  0.9241
  1.6250,  1.0241
  1.6667,  0.7881
  1.7083,  0.2666
  1.7500, -0.4113
  1.7917, -1.0706
  1.8333, -1.5356
  1.8750, -1.6750
  1.9167, -1.4366
  1.9583, -0.8617
  2.0000, -0.0760
  2.0417,  0.7416
  2.0833,  1.4027
  2.1250,  1.7570
  2.1667,  1.7288
  2.2083,  1.3361
  2.2500,  0.6847
  2.2917, -0.0589
  2.3333, -0.7100
  2.3750, -1.1127
  2.4167, -1.1792
  2.4583, -0.9105
  2.5000, -0.3955
  2.5417,  0.2135
  2.5833,  0.7412
  2.6250,  1.0353
  2.6667,  1.0064
  2.7083,  0.6521
  2.7500,  0.0573
  2.7917, -0.6268
  2.8333, -1.2215
  2.8750, -1.5670
  2.9167, -1.5634
  2.9583, -1.1971
  3.0000, -0.5449
  3.0417,  0.2443
  3.0833,  0.9873
  3.1250,  1.5115
  3.1667,  1.6983
  3.2083,  1.5121
  3.2500,  1.0084
  3.2917,  0.3190
  3.3333, -0.3820
  3.3750, -0.9229
  3.4167, -1.1770
  3.4583, -1.0946
  3.5000, -0.7139
  3.5417, -0.1498
  3.5833,  0.4364
  3.6250,  0.8801
  3.6667,  1.0561
  3.7083,  0.9108
  3.7500,  0.4765
  3.7917, -0.1373
  3.8333, -0.7720
  3.8750, -1.2607
  3.9167, -1.4714
  3.9583, -1.3407
  4.0000, -0.8906
  4.0417, -0.2231
  4.0833,  0.5053
  4.1250,  1.1226
  4.1667,  1.4848
  4.2083,  1.5109
  4.2500,  1.2028
  4.2917,  0.6440
  4.3333, -0.0226
  4.3750, -0.6314
  4.4167, -1.0355
  4.4583, -1.1439
  4.5000, -0.9429
  4.5417, -0.4984
  4.5833,  0.0624
  4.6250,  0.5849
  4.6667,  0.9270
  4.7083,  0.9958
  4.7500,  0.7711
  4.7917,  0.3103
  4.8333, -0.2671
  4.8750, -0.8103
  4.9167, -1.1761
  4.9583, -1.2658
  5.0000, -1.0499
  5.0417, -0.5758
  5.0833,  0.0440
  5.1250,  0.6611
  5.1667,  1.1275
  5.2083,  1.3335
  5.2500,  1.2338
  5.2917,  0.8584
  5.3333,  0.3042
  5.3750, -0.2904
  5.4167, -0.7805
  5.4583, -1.0505
  5.5000, -1.0429
  5.5417, -0.7713
  5.5833, -0.3152
  5.6250,  0.2011
  5.6667,  0.6410
  5.7083,  0.8908
  5.7500,  0.8878
  5.7917,  0.6358
  5.8333,  0.2031
  5.8750, -0.2959
  5.9167, -0.7299
  5.9583, -0.9852
  6.0000, -0.9936
  6.0417, -0.7501
  6.0833, -0.3131
  6.1250,  0.2101
  6.1667,  0.6913
  6.2083,  1.0126
  6.2500,  1.0967
  6.2917,  0.9246
  6.3333,  0.5405
  6.3750,  0.0391
  6.4167, -0.4575
  6.4583, -0.8313
  6.5000, -0.9965
  6.5417, -0.9204
  6.5833, -0.6299
  6.6250, -0.2038
  6.6667,  0.2484
  6.7083,  0.6139
  6.7500,  0.8051
  6.7917,  0.7805
  6.8333,  0.5541
  6.8750,  0.1905
  6.9167, -0.2124
  6.9583, -0.5488
  7.0000, -0.7317
  7.0417, -0.7144
  7.0833, -0.5021
  7.1250, -0.1492
  7.1667,  0.2543
  7.2083,  0.6060
  7.2500,  0.8163
  7.2917,  0.8312
  7.3333,  0.6444
  7.3750,  0.2989
  7.4167, -0.1240
  7.4583, -0.5253
  7.5000, -0.8119
  7.5417, -0.9192
  7.5833, -0.8257
  7.6250, -0.5576
  7.6667, -0.1811
  7.7083,  0.2141
  7.7500,  0.5374
  7.7917,  0.7183
  7.8333,  0.7231
  7.8750,  0.5618
  7.9167,  0.2838
  7.9583, -0.0347
  8.0000, -0.3109
  8.0417, -0.4753
  8.0833, -0.4892
  8.1250, -0.3528
  8.1667, -0.1053
  8.2083,  0.1861
  8.2500,  0.4430
  8.2917,  0.5951
  8.3333,  0.5978
  8.3750,  0.4429
  8.4167,  0.1608
  8.4583, -0.1869
  8.5000, -0.5218
  8.5417, -0.7676
  8.5833, -0.8673
  8.6250, -0.7970
  8.6667, -0.5707
  8.7083, -0.2370
  8.7500,  0.1326
  8.7917,  0.4603
  8.8333,  0.6799
  8.8750,  0.7515
  8.9167,  0.6699
  8.9583,  0.4649
  9.0000,  0.1931
  9.0417, -0.0760
  9.0833, -0.2773
  9.1250, -0.3651
  9.1667, -0.3241
  9.2083, -0.1725
  9.2500,  0.0428
  9.2917,  0.2580
  9.3333,  0.4087
  9.3750,  0.4453
  9.4167,  0.3464
  9.4583,  0.1241
  9.5000, -0.1774
  9.5417, -0.4919
  9.5833, -0.7466
  9.6250, -0.8785
  9.6667, -0.8500
  9.7083, -0.6583
  9.7500, -0.3365
  9.7917,  0.0531
  9.8333,  0.4325
  9.8750,  0.7260
  9.9167,  0.8770
  9.9583,  0.8608
 10.0000,  0.6901
 10.0417,  0.4116
 10.0833,  0.0949
 10.1250, -0.1847
 10.1667, -0.3639
 10.2083, -0.4070
 10.2500, -0.3139
 10.2917, -0.1206
 10.3333,  0.1102
 10.3750,  0.3054
 10.4167,  0.3994
 10.4583,  0.3523
 10.5000,  0.1604
 10.5417, -0.1408
 10.5833, -0.4841
 10.6250, -0.7864
 10.6667, -0.9680
