  0.0000,  0.8354
  0.0417,  1.0946
  0.0833,  1.1161
  0.1250,  0.9060
  0.1667,  0.5263
  0.2083,  0.0785
  0.2500, -0.3224
  0.2917, -0.5775
  0.3333, -0.6291
  0.3750, -0.4752
  0.4167, -0.1691
  0.4583,  0.1946
  0.5000,  0.5058
  0.5417,  0.6677
  0.5833,  0.6231
  0.6250,  0.3698
  0.6667, -0.0376
  0.7083, -0.5010
  0.7500, -0.9037
  0.7917, -1.1401
  0.8333, -1.1427
  0.8750, -0.9003
  0.9167, -0.4616
  0.9583,  0.0769
  1.0000,  0.5938
  1.0417,  0.9734
  1.0833,  1.1340
  1.1250,  1.0479
  1.1667,  0.7478
  1.2083,  0.3175
  1.2500, -0.1299
  1.2917, -0.4810
  1.3333, -0.6511
  1.3750, -0.6057
  1.4167, -0.3684
  1.4583, -0.0143
  1.5000,  0.3504
  1.5417,  0.6165
  1.5833,  0.7010
  1.6250,  0.5690
  1.6667,  0.2436
  1.7083, -0.1994
  1.7500, -0.6506
  1.7917, -0.9949
  1.8333, -1.1406
  1.8750, -1.0438
  1.9167, -0.7193
  1.9583, -0.2378
  2.0000,  0.2916
  2.0417,  0.7484
  2.0833,  1.0306
  2.1250,  1.0798
  2.1667,  0.8952
  2.2083,  0.5328
  2.2500,  0.0905
  2.2917, -0.3172
  2.3333, -0.5888
  2.3750, -0.6615
  2.4167, -0.5263
  2.4583, -0.2298
  2.5000,  0.1387
  2.5417,  0.4713
  2.5833,  0.6699
  2.6250,  0.6719
  2.6667,  0.4671
  2.7083,  0.1006
  2.7500, -0.3386
  2.7917, -0.7402
  2.8333, -1.0006
  2.8750, -1.0498
  2.9167, -0.8691
  2.9583, -0.4961
  3.0000, -0.0157
  3.0417,  0.4613
  3.0833,  0.8258
  3.1250,  0.9970
  3.1667,  0.9429
  3.2083,  0.6865
  3.2500,  0.2998
  3.2917, -0.1154
  3.3333, -0.4539
  3.3750, -0.6335
  3.4167, -0.6157
  3.4583, -0.4148
  3.5000, -0.0929
  3.5417,  0.2566
  3.5833,  0.5339
  3.6250,  0.6589
  3.6667,  0.5921
  3.7083,  0.3449
  3.7500, -0.0236
  3.7917, -0.4214
  3.8333, -0.7472
  3.8750, -0.9166
  3.9167, -0.8833
  3.9583, -0.6509
  4.0000, -0.2722
  4.0417,  0.1645
  4.0833,  0.5572
  4.1250,  0.8155
  4.1667,  0.8834
  4.2083,  0.7519
  4.2500,  0.4610
  4.2917,  0.0884
  4.3333, -0.2705
  4.3750, -0.5271
  4.4167, -0.6215
  4.4583, -0.5371
  4.5000, -0.3042
  4.5417,  0.0095
  4.5833,  0.3162
  4.6250,  0.5313
  4.6667,  0.5954
  4.7083,  0.4891
  4.7500,  0.2376
  4.7917, -0.0956
  4.8333, -0.4257
  4.8750, -0.6678
  4.9167, -0.7591
  4.9583, -0.6741
  5.0000, -0.4313
  5.0417, -0.0881
  5.0833,  0.2737
  5.1250,  0.5686
  5.1667,  0.7281
  5.2083,  0.7181
  5.2500,  0.5459
  5.2917,  0.2583
  5.3333, -0.0713
  5.3750, -0.3614
  5.4167, -0.5428
  5.4583, -0.5754
  5.5000, -0.4579
  5.5417, -0.2265
  5.5833,  0.0549
  5.6250,  0.3111
  5.6667,  0.4756
  5.7083,  0.5067
  5.7500,  0.3978
  5.7917,  0.1785
  5.8333, -0.0936
  5.8750, -0.3478
  5.9167, -0.5183
  5.9583, -0.5611
  6.0000, -0.4643
  6.0417, -0.2510
  6.0833,  0.0266
  6.1250,  0.3008
  6.1667,  0.5055
  6.2083,  0.5917
  6.2500,  0.5400
  6.2917,  0.3645
  6.3333,  0.1086
  6.3750, -0.1657
  6.4167, -0.3935
  6.4583, -0.5229
  6.5000, -0.5269
  6.5417, -0.4096
  6.5833, -0.2039
  6.6250,  0.0371
  6.6667,  0.2536
  6.7083,  0.3942
  6.7500,  0.4280
  6.7917,  0.3517
  6.8333,  0.1894
  6.8750, -0.0140
  6.9167, -0.2043
  6.9583, -0.3322
  7.0000, -0.3652
  7.0417, -0.2951
  7.0833, -0.1401
  7.1250,  0.0604
  7.1667,  0.2555
  7.2083,  0.3957
  7.2500,  0.4447
  7.2917,  0.3883
  7.3333,  0.2375
  7.3750,  0.0255
  7.4167, -0.2001
  7.4583, -0.3887
  7.5000, -0.4988
  7.5417, -0.5071
  7.5833, -0.4138
  7.6250, -0.2419
  7.6667, -0.0311
  7.7083,  0.1715
  7.7500,  0.3227
  7.7917,  0.3928
  7.8333,  0.3725
  7.8750,  0.2739
  7.9167,  0.1268
  7.9583, -0.0286
  8.0000, -0.1520
  8.0417, -0.2126
  8.0833, -0.1966
  8.1250, -0.1101
  8.1667,  0.0225
  8.2083,  0.1648
  8.2500,  0.2770
  8.2917,  0.3257
  8.3333,  0.2924
  8.3750,  0.1781
  8.4167,  0.0032
  8.4583, -0.1965
  8.5000, -0.3781
  8.5417, -0.5013
  8.5833, -0.5372
  8.6250, -0.4757
  8.6667, -0.3273
  8.7083, -0.1214
  8.7500,  0.1007
  8.7917,  0.2947
  8.8333,  0.4232
  8.8750,  0.4642
  8.9167,  0.4155
  8.9583,  0.2952
  9.0000,  0.1368
  9.0417, -0.0189
  9.0833, -0.1336
  9.1250, -0.1808
  9.1667, -0.1523
  9.2083, -0.0601
  9.2500,  0.0663
  9.2917,  0.1874
  9.3333,  0.2635
  9.3750,  0.2651
  9.4167,  0.1804
  9.4583,  0.0198
  9.5000, -0.1860
  9.5417, -0.3925
  9.5833, -0.5513
  9.6250, -0.6219
  9.6667, -0.5816
  9.7083, -0.4316
  9.7500, -0.1976
  9.7917,  0.0753
  9.8333,  0.3327
  9.8750,  0.5233
  9.9167,  0.6106
  9.9583,  0.5814
 10.0000,  0.4493
 10.0417,  0.2510
 10.0833,  0.0370
 10.1250, -0.1399
 10.1667, -0.2387
 10.2083, -0.2399
 10.2500, -0.1506
 10.2917, -0.0026
 10.3333,  0.1553
 10.3750,  0.2703
 10.4167,  0.2995
 10.4583,  0.2216
